TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,P_emaildomain,R_emaildomain,C1,C2,C5,C11,C13,C14,D1,D2,M1,M2,M3,M4,V11,V15,V29,V35,V45,V53,V62,V75,V87,V94,V100,V200,V300
2989395,0,134237,21.23,H,11469,360.0,150.0,mastercard,226.0,debit,330.0,87.0,hotmail.com,hotmail.com,4,5,1,3,1,1,88,,T,nan,nan,M0,0.4088,0.0,0.0,1.0738,0.1746,0.5334,0.0,0.0,1.3874,0.0,17.9506,1.4306,0.2694
2989396,0,134240,38.05,W,9351,360.0,150.0,visa,166.0,debit,325.0,87.0,anonymous.com,nan,2,1,1,2,2,2,84,,T,T,nan,nan,0.9887,0.0,,1.6375,1.2031,0.8959,0.0,0.0,1.3311,0.0,11.1997,0.0885,0.8969
2989397,0,134240,31.65,W,12557,,150.0,visa,137.0,credit,441.0,87.0,gmail.com,gmail.com,1,3,1,6,4,4,2,,T,F,T,M0,0.9555,0.0,0.0,1.6727,2.0937,1.2082,1.0,1.0,0.6602,0.0,8.5093,0.1049,2.1591
2989398,1,134261,13.12,W,6880,111.0,150.0,mastercard,226.0,credit,204.0,87.0,yahoo.com,anonymous.com,1,2,0,1,7,1,24,,nan,T,nan,M0,0.5674,,0.0,1.2729,0.479,1.146,1.0,1.0,0.7368,0.0,18.7924,5.6756,4.4295
2989399,0,134281,29.56,W,15096,111.0,185.0,visa,226.0,debit,204.0,87.0,yahoo.com,nan,2,3,0,3,2,2,20,,nan,nan,nan,nan,0.5181,0.0,0.0,1.4323,1.7176,1.3176,0.0,0.0,0.9025,0.0,15.3458,4.6731,0.4196
2989400,0,134290,28.68,W,2013,194.0,150.0,mastercard,226.0,credit,299.0,87.0,yahoo.com,nan,1,4,1,1,4,1,43,34.0,nan,nan,T,nan,0.3692,0.0,0.0,0.6916,2.1689,0.9285,2.0,0.0,0.8139,0.0,9.9657,3.8501,2.4855
2989401,0,134291,28.08,W,9743,111.0,150.0,mastercard,117.0,debit,325.0,87.0,yahoo.com,nan,3,3,0,1,2,1,32,,T,T,F,M2,0.2903,0.0,0.0,1.4566,2.0467,1.0971,0.0,0.0,1.1032,0.0,9.4156,1.3003,3.8625
2989402,0,134302,34.18,S,8391,225.0,,mastercard,137.0,credit,441.0,87.0,nan,nan,2,1,1,2,3,1,39,43.0,F,nan,T,M0,0.7434,1.0,0.0,1.5399,1.6524,-0.0374,0.0,,1.6427,,7.2199,8.5901,6.0991
2989403,0,134309,35.72,R,18559,,150.0,mastercard,226.0,debit,441.0,87.0,nan,gmail.com,3,1,1,2,3,2,7,9.0,T,T,F,M1,0.3822,0.0,0.0,1.0373,1.6868,1.4152,2.0,0.0,1.156,0.0,5.0371,7.9968,7.8322
2989404,0,134332,21.49,R,10355,490.0,150.0,mastercard,226.0,debit,330.0,87.0,nan,gmail.com,5,2,1,1,2,1,16,2.0,T,F,T,nan,0.3944,0.0,0.0,0.3076,0.5255,0.8902,1.0,0.0,0.5455,0.0,12.5082,5.4529,0.29
2989405,0,134351,118.24,C,6247,490.0,150.0,visa,226.0,debit,204.0,87.0,yahoo.com,gmail.com,1,1,0,5,2,2,70,,T,T,T,M0,0.2851,1.0,0.0,1.5779,1.094,1.4376,2.0,1.0,0.9264,0.0,2.6805,1.9586,3.3707
2989406,0,134360,10.28,W,8518,321.0,150.0,visa,226.0,debit,330.0,87.0,gmail.com,nan,4,3,0,3,6,2,71,11.0,nan,T,T,nan,0.6238,0.0,0.0,1.4736,1.1649,0.0533,0.0,1.0,0.7762,0.0,7.342,6.7793,1.2511
2989407,0,134364,16.1,W,7290,,150.0,visa,,credit,299.0,87.0,yahoo.com,gmail.com,4,2,1,2,4,3,10,,T,T,T,M0,0.5559,,1.0,0.6111,0.619,1.093,0.0,0.0,1.077,0.0,2.3326,0.7051,3.9764
2989408,0,134453,533.77,W,2308,490.0,150.0,visa,226.0,debit,441.0,87.0,yahoo.com,gmail.com,1,1,0,1,3,3,93,7.0,nan,T,T,M0,0.4301,0.0,0.0,0.9518,0.879,0.6258,1.0,2.0,2.0023,0.0,16.3525,1.1768,4.1467
2989409,0,134465,11.73,W,10684,555.0,150.0,mastercard,226.0,debit,204.0,87.0,gmail.com,yahoo.com,5,2,0,2,3,1,382,1.0,T,T,T,M1,0.6573,0.0,0.0,1.9777,1.0387,0.8718,0.0,1.0,1.398,0.0,21.971,0.7097,0.0647
2989410,0,134488,8.55,R,13723,111.0,150.0,visa,102.0,debit,204.0,87.0,yahoo.com,nan,1,3,0,1,10,1,49,33.0,T,T,T,M0,0.5215,0.0,0.0,0.6836,1.72,0.9801,0.0,0.0,0.8807,0.0,7.134,0.2761,3.7773
2989411,0,134491,69.03,H,5827,360.0,150.0,mastercard,219.0,debit,330.0,87.0,yahoo.com,hotmail.com,4,2,0,1,4,3,17,,T,T,T,M2,0.3608,0.0,0.0,0.5378,1.2327,0.7035,0.0,0.0,0.7911,0.0,5.0944,23.1748,1.5549
2989412,0,134505,4.15,W,19161,490.0,150.0,mastercard,226.0,debit,330.0,87.0,aol.com,gmail.com,1,4,0,1,4,2,540,,nan,T,T,M0,0.6223,0.0,0.0,0.8327,0.6562,1.5731,0.0,0.0,1.3307,0.0,0.4466,8.7802,0.3367
2989413,0,134505,26.17,W,1059,321.0,150.0,mastercard,137.0,credit,330.0,,gmail.com,hotmail.com,3,3,1,1,3,5,74,,T,nan,F,M0,0.6947,0.0,0.0,1.4037,1.4489,0.4082,0.0,0.0,0.8382,0.0,3.7812,2.3471,1.3155
2989414,1,134519,283.11,C,7986,194.0,,visa,226.0,debit,204.0,87.0,anonymous.com,nan,3,2,0,3,1,2,27,2.0,nan,T,T,M0,0.1116,0.0,0.0,-0.009,0.8084,1.2407,0.0,,1.1394,0.0,3.8624,6.0804,0.0111
2989415,0,134586,7.06,C,11643,225.0,150.0,mastercard,226.0,debit,330.0,87.0,yahoo.com,nan,1,5,0,2,4,1,209,1.0,T,F,T,M0,0.4124,0.0,0.0,1.0859,1.5738,0.1664,1.0,0.0,1.2815,0.0,3.9853,3.886,1.5873
2989416,0,134596,4.56,W,16216,321.0,150.0,visa,226.0,credit,325.0,87.0,gmail.com,gmail.com,3,3,0,1,5,1,13,5.0,T,T,F,M0,0.2052,0.0,0.0,0.6898,1.6004,0.7851,0.0,0.0,1.1918,0.0,5.3947,1.2401,3.2276
2989417,1,134596,7.4,C,8860,225.0,150.0,mastercard,226.0,debit,325.0,87.0,gmail.com,nan,1,2,0,1,4,2,20,4.0,T,nan,T,M2,0.8818,0.0,0.0,1.293,1.2134,0.2623,1.0,0.0,1.2721,0.0,4.123,4.4523,0.1162
2989418,0,134597,81.32,W,14425,555.0,150.0,visa,226.0,debit,325.0,87.0,gmail.com,gmail.com,4,1,0,2,4,1,141,4.0,T,nan,F,M2,0.255,1.0,0.0,0.9076,1.6273,0.5729,0.0,1.0,1.1309,0.0,1.939,4.9955,8.8955
2989419,0,134607,101.98,W,14806,360.0,150.0,mastercard,219.0,debit,330.0,,gmail.com,nan,3,3,0,1,5,2,241,22.0,T,nan,nan,nan,0.5945,0.0,0.0,1.6276,1.5351,1.0348,0.0,,0.8089,,23.1764,3.043,1.5027
2989420,0,134610,19.83,W,15950,111.0,150.0,visa,226.0,debit,299.0,87.0,gmail.com,nan,1,2,0,3,2,1,56,25.0,T,T,T,M0,0.5077,0.0,1.0,1.3938,1.2364,0.0183,0.0,,0.4911,0.0,9.8481,7.4586,1.4437
2989421,0,134611,65.58,W,2592,321.0,150.0,visa,219.0,debit,204.0,87.0,aol.com,aol.com,1,2,1,2,4,1,7,12.0,nan,T,T,M0,0.7715,0.0,0.0,0.9434,1.1998,0.8797,0.0,0.0,1.0294,0.0,3.6246,0.9136,0.3798
2989422,0,134639,132.99,W,15464,360.0,150.0,visa,,nan,325.0,87.0,gmail.com,gmail.com,3,3,2,2,3,1,98,,T,T,nan,M1,0.7616,0.0,1.0,1.3884,1.6488,0.5933,1.0,1.0,1.3187,0.0,18.9385,6.9715,4.5367
2989423,1,134651,197.82,W,7097,111.0,150.0,mastercard,226.0,debit,330.0,87.0,hotmail.com,nan,1,2,0,1,5,2,144,4.0,T,nan,T,M0,0.5839,,0.0,0.6397,0.5843,0.496,0.0,,0.8988,0.0,2.6873,0.0554,1.4853
2989424,0,134658,25.89,R,7458,194.0,150.0,mastercard,166.0,credit,204.0,87.0,aol.com,gmail.com,2,2,0,2,4,1,74,17.0,T,T,nan,M1,0.357,1.0,0.0,0.5758,1.3446,0.4243,0.0,0.0,1.296,0.0,1.4417,3.6854,4.8341
2989425,0,134704,3.32,W,10151,555.0,150.0,visa,,debit,204.0,87.0,yahoo.com,nan,4,5,0,1,3,1,49,21.0,T,T,nan,M0,0.2411,0.0,0.0,1.4548,1.7262,0.197,0.0,0.0,1.7425,0.0,1.0591,6.0014,1.7443
2989426,1,134707,14.57,W,5166,321.0,150.0,visa,,credit,325.0,87.0,gmail.com,nan,2,3,0,2,5,2,113,43.0,T,nan,T,M2,0.4711,0.0,0.0,0.8993,1.4278,0.6695,0.0,0.0,0.8876,0.0,8.5191,6.9935,4.985
2989427,0,134769,21.61,W,7488,111.0,150.0,visa,226.0,debit,299.0,87.0,yahoo.com,nan,1,4,0,1,3,2,63,,nan,T,T,nan,0.2891,,0.0,1.4473,1.6302,0.7741,1.0,0.0,1.0586,0.0,0.5576,0.1111,2.7042
2989428,0,134777,25.56,W,11415,111.0,150.0,visa,166.0,debit,204.0,,gmail.com,nan,1,2,0,1,3,1,152,28.0,T,nan,T,M2,0.335,0.0,0.0,0.2613,1.0833,0.7129,0.0,1.0,0.9839,0.0,10.9323,12.0176,1.5363
2989429,0,134820,27.44,W,13008,321.0,150.0,visa,219.0,debit,330.0,87.0,gmail.com,gmail.com,3,2,0,2,3,1,0,,F,T,T,nan,0.8745,0.0,0.0,0.2246,1.361,0.5846,0.0,0.0,1.3354,0.0,6.0194,1.9234,4.6528
2989430,0,134839,101.38,W,12170,321.0,150.0,visa,226.0,debit,204.0,87.0,yahoo.com,nan,5,2,1,2,3,3,93,8.0,F,T,nan,M2,0.6958,0.0,0.0,0.9128,0.4018,1.1158,0.0,0.0,0.7062,0.0,7.6287,0.6096,0.4032
2989431,0,134874,118.44,W,18430,194.0,150.0,mastercard,226.0,debit,299.0,,gmail.com,nan,2,3,1,1,3,2,186,,T,nan,T,nan,0.6738,0.0,0.0,0.734,1.6974,0.4942,0.0,0.0,1.2,0.0,4.8458,14.1313,1.8242
2989432,0,134957,27.89,W,15516,321.0,150.0,visa,102.0,debit,299.0,87.0,anonymous.com,nan,3,2,1,1,6,1,114,45.0,nan,T,T,M0,-0.0355,0.0,,0.9056,1.3747,0.5191,0.0,,0.69,0.0,7.243,0.1054,0.4468
2989433,0,134964,99.33,W,10260,,150.0,mastercard,226.0,credit,325.0,87.0,yahoo.com,nan,2,1,1,3,3,1,83,49.0,nan,nan,F,M0,0.2494,0.0,0.0,1.172,0.9002,0.3396,0.0,,0.9987,0.0,0.5108,4.4434,0.4709
2989434,0,135028,47.35,W,8636,111.0,150.0,visa,102.0,debit,299.0,87.0,hotmail.com,nan,5,2,1,3,2,2,25,,nan,T,nan,nan,0.5342,0.0,1.0,1.5048,0.8624,0.9594,1.0,1.0,1.6364,,4.2242,2.2462,4.3689
2989435,1,135038,35.32,C,5187,321.0,150.0,visa,102.0,debit,441.0,87.0,gmail.com,nan,3,1,0,1,3,2,80,1.0,T,T,F,nan,0.4729,0.0,0.0,0.6363,0.9646,0.9581,1.0,0.0,1.0409,0.0,14.2325,3.7347,3.3952
2989436,0,135048,81.99,W,4340,,150.0,visa,226.0,debit,325.0,87.0,gmail.com,yahoo.com,3,1,0,2,3,1,168,5.0,T,T,T,M0,0.4335,0.0,0.0,1.3905,0.5977,1.0016,0.0,1.0,1.2606,0.0,1.5336,13.462,1.4061
2989437,1,135056,35.6,W,7177,490.0,150.0,visa,166.0,credit,299.0,87.0,yahoo.com,anonymous.com,2,3,1,3,4,4,195,7.0,nan,T,nan,M0,0.3691,0.0,0.0,0.5279,1.2875,1.6748,0.0,0.0,1.4987,0.0,0.0569,1.3048,0.8952
2989438,0,135072,259.25,W,16941,111.0,150.0,visa,226.0,debit,299.0,,hotmail.com,nan,4,1,0,2,3,2,101,57.0,nan,T,nan,nan,0.7282,0.0,0.0,0.0249,2.2435,0.6095,1.0,0.0,1.4251,0.0,2.5016,5.5431,0.8347
2989439,0,135075,7.86,W,4435,360.0,150.0,visa,226.0,debit,325.0,87.0,hotmail.com,nan,2,2,0,1,5,5,415,23.0,nan,T,nan,nan,0.3353,0.0,1.0,0.8464,1.4908,1.2116,0.0,1.0,1.084,0.0,0.0803,1.52,3.4299
2989440,0,135091,19.78,W,8300,194.0,150.0,visa,137.0,credit,,87.0,anonymous.com,nan,1,3,0,1,6,2,12,15.0,nan,T,T,M1,0.5653,0.0,1.0,1.6803,1.3234,1.2273,0.0,0.0,0.6777,0.0,7.9599,0.1675,0.4056
2989441,1,135107,29.18,R,13669,194.0,185.0,visa,226.0,credit,441.0,87.0,yahoo.com,anonymous.com,2,3,0,1,2,1,115,7.0,T,T,F,M1,0.2035,0.0,0.0,0.7459,0.9001,0.8609,0.0,1.0,0.2377,0.0,0.6398,4.2317,0.5451
2989442,0,135136,51.39,H,1965,490.0,150.0,visa,102.0,debit,204.0,87.0,yahoo.com,nan,1,1,1,3,3,2,4,,T,T,nan,M0,0.677,0.0,,1.1443,0.5211,0.9076,0.0,1.0,1.0341,0.0,4.185,1.3995,3.2018
2989443,0,135172,117.68,W,8444,225.0,150.0,visa,166.0,debit,325.0,87.0,gmail.com,hotmail.com,3,3,0,2,5,2,192,18.0,T,T,T,M0,0.3466,,0.0,0.8072,1.4692,1.0026,0.0,0.0,1.4833,0.0,1.9939,1.4319,3.5492
2989444,0,135183,32.32,W,11626,360.0,150.0,visa,226.0,debit,330.0,87.0,yahoo.com,nan,1,2,0,1,5,3,150,11.0,T,T,F,M0,0.2204,0.0,0.0,1.445,1.846,0.3669,2.0,0.0,1.2273,0.0,8.2206,5.3469,0.0237
2989445,0,135190,7.99,W,15610,321.0,150.0,visa,137.0,credit,330.0,87.0,yahoo.com,hotmail.com,1,3,0,2,4,2,168,10.0,nan,T,T,nan,0.2357,,,0.6206,1.8577,0.8889,0.0,0.0,0.9349,0.0,2.6105,1.6074,0.0524
2989446,0,135196,76.9,H,1500,321.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,yahoo.com,7,1,0,1,5,2,44,1.0,nan,nan,nan,nan,0.6096,0.0,0.0,0.7469,-0.115,0.7569,0.0,,1.6889,0.0,29.8958,0.5981,0.3311
2989447,0,135201,70.45,W,5554,490.0,150.0,visa,102.0,debit,325.0,87.0,hotmail.com,nan,3,3,0,2,7,1,24,7.0,T,nan,nan,M0,0.8265,0.0,0.0,1.058,0.2363,0.523,0.0,0.0,1.2407,0.0,11.2053,0.0589,0.8529
2989448,0,135202,4.75,W,17433,321.0,185.0,visa,226.0,debit,,87.0,hotmail.com,nan,3,2,0,1,1,1,23,,F,nan,F,M0,0.2406,0.0,0.0,0.7864,0.5213,0.8041,1.0,0.0,0.8663,0.0,8.1028,4.6481,0.2689
2989449,0,135210,32.99,C,18371,321.0,150.0,mastercard,226.0,debit,330.0,87.0,gmail.com,nan,3,5,2,3,5,2,238,,T,F,nan,nan,0.5189,1.0,0.0,0.1014,1.0461,0.5011,0.0,1.0,1.227,,13.3097,3.7245,3.0135
2989450,0,135217,6.75,H,14291,490.0,150.0,mastercard,219.0,debit,325.0,87.0,nan,gmail.com,1,2,0,1,2,4,73,31.0,nan,T,T,M0,0.5287,,0.0,0.5395,0.9551,1.4495,0.0,1.0,0.8526,,0.8894,1.0912,0.6922
2989451,0,135285,17.04,C,7771,555.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,nan,4,1,1,5,3,2,21,,F,F,nan,nan,-0.0075,0.0,0.0,0.8831,1.7557,0.5443,1.0,0.0,0.7303,,5.9529,7.9914,1.8393
2989452,0,135301,13.43,C,18499,194.0,150.0,visa,226.0,debit,330.0,87.0,gmail.com,nan,1,1,0,1,3,1,8,,T,T,T,M1,0.498,1.0,0.0,1.0594,1.4056,1.5847,0.0,0.0,0.9837,0.0,1.1204,2.1273,5.3967
2989453,0,135309,74.39,S,4932,321.0,150.0,visa,226.0,credit,299.0,87.0,outlook.com,gmail.com,2,1,1,2,3,4,53,3.0,T,T,T,M0,0.2827,0.0,0.0,1.5896,1.3161,0.7203,0.0,0.0,0.6729,0.0,28.3173,1.01,2.101
2989454,0,135327,37.22,W,5434,,150.0,visa,166.0,credit,204.0,87.0,gmail.com,nan,1,3,0,2,4,1,14,10.0,nan,T,T,M0,0.4516,0.0,1.0,0.8786,0.3868,0.4618,0.0,0.0,1.0544,0.0,1.1421,18.1382,6.5645
2989455,0,135330,9.16,W,4567,194.0,150.0,visa,226.0,credit,325.0,87.0,hotmail.com,yahoo.com,3,2,1,1,1,1,43,19.0,T,nan,nan,nan,0.3671,,0.0,0.6311,1.0273,0.5926,0.0,1.0,0.8722,,13.9818,2.0228,2.8609
2989456,0,135342,79.84,H,2658,225.0,150.0,visa,226.0,credit,204.0,87.0,gmail.com,nan,3,1,0,3,6,1,14,15.0,T,nan,nan,M1,0.7427,0.0,1.0,1.6517,0.6893,1.2332,0.0,0.0,1.3082,0.0,0.0644,4.9803,1.8116
2989457,0,135361,7.89,W,11068,490.0,150.0,mastercard,226.0,debit,441.0,87.0,hotmail.com,gmail.com,3,2,0,1,4,1,78,116.0,nan,F,nan,nan,0.6304,0.0,0.0,0.6902,0.2204,1.0397,1.0,0.0,0.5537,0.0,4.9623,4.6491,0.0363
2989458,0,135375,46.07,R,15161,321.0,150.0,mastercard,226.0,debit,299.0,87.0,hotmail.com,nan,2,1,2,6,5,4,6,4.0,T,F,F,M2,0.555,0.0,0.0,1.3526,1.5602,0.7051,0.0,0.0,1.3023,0.0,19.3448,7.3327,0.3717
2989459,0,135385,14.67,W,8944,360.0,150.0,american express,226.0,debit,325.0,87.0,yahoo.com,yahoo.com,2,1,0,2,3,1,6,,nan,nan,T,nan,0.1385,0.0,0.0,0.5918,0.2163,0.7819,1.0,0.0,0.9435,0.0,6.9851,5.4373,0.946
2989460,0,135487,22.97,W,6800,,150.0,visa,226.0,debit,441.0,87.0,anonymous.com,yahoo.com,3,1,0,1,2,1,169,,T,nan,T,M0,0.6142,0.0,0.0,1.8631,1.3685,0.6003,1.0,0.0,1.3384,0.0,26.9839,0.0192,1.36
2989461,0,135529,54.83,W,15408,225.0,150.0,visa,226.0,debit,299.0,87.0,outlook.com,gmail.com,1,1,0,1,2,1,8,,T,nan,T,M2,0.606,0.0,0.0,1.0456,1.8499,0.7348,1.0,1.0,1.3294,0.0,2.3785,2.2896,0.4059
2989462,0,135549,55.78,W,9017,555.0,150.0,visa,226.0,debit,299.0,87.0,yahoo.com,outlook.com,5,3,0,2,2,4,347,5.0,T,nan,T,M1,0.545,0.0,0.0,1.6314,0.9918,0.7929,2.0,0.0,1.1614,0.0,13.1675,4.8582,0.7061
2989463,0,135566,126.09,W,3815,111.0,150.0,visa,219.0,credit,204.0,87.0,yahoo.com,anonymous.com,3,2,0,1,1,1,86,19.0,T,T,T,nan,0.6546,,0.0,0.9703,1.3682,0.3607,2.0,0.0,0.703,0.0,3.5317,12.7934,5.4347
2989464,0,135585,30.5,W,1970,,150.0,mastercard,117.0,debit,441.0,87.0,anonymous.com,gmail.com,1,3,0,1,2,1,34,,T,T,T,nan,0.6656,,0.0,0.8179,0.631,1.2641,1.0,0.0,1.225,0.0,2.5287,2.6103,0.5419
2989465,0,135589,44.99,W,14285,225.0,150.0,visa,226.0,debit,330.0,87.0,gmail.com,gmail.com,2,2,0,1,1,3,31,2.0,T,nan,T,M1,0.632,0.0,0.0,0.8297,1.363,0.6299,0.0,0.0,1.0432,0.0,1.0752,2.9893,0.4341
2989466,0,135600,21.38,W,1207,360.0,150.0,visa,226.0,debit,204.0,87.0,outlook.com,outlook.com,2,2,0,2,6,1,109,3.0,T,T,F,M1,0.9226,0.0,0.0,0.36,1.6005,0.5864,0.0,0.0,0.9114,0.0,16.2187,17.1419,2.8407
2989467,0,135600,39.73,W,17643,225.0,150.0,visa,226.0,credit,299.0,,gmail.com,nan,2,5,2,4,2,2,198,9.0,nan,nan,nan,M0,0.1572,0.0,0.0,0.6486,0.4903,1.0809,0.0,,1.688,,12.759,8.889,3.1129
2989468,0,135613,51.39,W,6025,225.0,150.0,visa,226.0,credit,441.0,87.0,gmail.com,nan,2,3,0,1,2,5,73,,T,T,nan,nan,0.5601,0.0,0.0,1.0634,1.5239,0.1485,0.0,0.0,1.3199,0.0,2.4939,6.4983,2.7682
2989469,0,135629,30.01,W,5358,360.0,150.0,visa,226.0,debit,325.0,87.0,anonymous.com,nan,2,2,1,3,5,2,144,2.0,T,T,T,nan,0.9918,0.0,0.0,0.5387,0.5245,0.9276,0.0,0.0,0.7794,0.0,4.7119,13.1589,2.106
2989470,0,135634,5.45,W,17888,194.0,150.0,visa,166.0,debit,325.0,87.0,gmail.com,hotmail.com,4,2,0,2,4,2,274,5.0,T,T,nan,M0,0.6848,,0.0,1.0557,1.6942,0.5252,0.0,0.0,1.0915,0.0,19.3275,4.7199,2.7604
2989471,0,135701,46.13,H,13490,490.0,150.0,visa,137.0,debit,325.0,87.0,gmail.com,nan,1,2,0,1,3,3,92,,T,F,F,M2,0.4495,0.0,,1.0547,0.9127,0.4268,0.0,0.0,1.4609,,8.729,9.026,4.2496
2989472,0,135749,47.68,C,2759,111.0,150.0,american express,137.0,credit,330.0,87.0,gmail.com,nan,3,1,1,3,4,1,54,,nan,F,T,nan,0.7359,0.0,,0.944,0.5727,1.0739,0.0,0.0,1.0667,0.0,11.93,2.1962,0.0063
2989473,0,135774,16.77,C,15301,194.0,150.0,visa,,debit,441.0,87.0,hotmail.com,gmail.com,3,2,0,4,2,3,11,8.0,T,T,F,M0,0.3896,1.0,0.0,1.2974,1.3345,0.9391,0.0,0.0,1.5143,0.0,6.616,0.7333,0.6324
2989474,0,135789,9.17,R,15387,360.0,150.0,visa,226.0,debit,330.0,87.0,yahoo.com,nan,5,6,0,4,7,3,117,3.0,nan,T,nan,nan,0.6593,1.0,1.0,1.2863,1.3892,1.5966,0.0,0.0,1.5373,0.0,17.7382,5.3861,3.3147
2989475,0,135830,144.88,W,14667,490.0,150.0,visa,226.0,debit,441.0,87.0,gmail.com,nan,4,2,0,3,6,2,191,,T,T,T,nan,0.3503,0.0,0.0,1.4321,-0.3266,1.2259,1.0,1.0,1.218,0.0,9.7114,3.2597,1.5213
2989476,0,135833,54.13,C,4794,490.0,150.0,mastercard,166.0,debit,330.0,87.0,anonymous.com,nan,2,1,0,1,3,2,1,14.0,T,T,T,M0,0.4983,1.0,0.0,1.0972,1.3945,0.5845,2.0,0.0,1.4337,,3.4652,7.8152,3.1593
2989477,0,135864,26.34,C,4590,360.0,150.0,visa,102.0,debit,,87.0,yahoo.com,nan,2,1,0,1,2,2,104,16.0,F,nan,T,M0,0.6359,0.0,1.0,1.3651,1.4543,1.1722,1.0,,1.035,0.0,0.6742,6.4383,2.4992
2989478,0,135867,10.62,C,15698,194.0,150.0,mastercard,166.0,credit,204.0,87.0,yahoo.com,outlook.com,5,2,0,2,3,3,7,0.0,T,T,F,M2,0.1908,0.0,0.0,1.2617,0.8311,0.9129,0.0,1.0,0.7287,0.0,15.5184,9.6974,1.3191
2989479,0,135899,14.56,W,13332,111.0,150.0,visa,166.0,credit,330.0,87.0,gmail.com,hotmail.com,2,1,2,3,2,1,285,,T,nan,T,M1,0.6408,,0.0,0.7447,1.1798,1.5697,0.0,0.0,0.7108,,2.5647,20.2907,4.5453
2989480,1,135905,121.83,R,7970,111.0,150.0,visa,226.0,credit,,87.0,gmail.com,nan,2,3,1,2,2,1,53,,T,nan,T,M0,0.7776,0.0,0.0,0.8572,1.1883,0.7782,1.0,1.0,1.6109,0.0,8.913,4.7113,2.148
2989481,0,135947,38.0,W,10593,490.0,150.0,visa,166.0,debit,330.0,87.0,yahoo.com,gmail.com,3,2,0,3,2,2,20,,nan,nan,F,nan,0.5042,0.0,0.0,0.3325,0.578,0.4133,0.0,0.0,1.0564,,24.356,12.1835,0.2418
2989482,0,136005,19.09,H,4329,490.0,150.0,discover,166.0,debit,330.0,87.0,gmail.com,hotmail.com,4,4,0,1,7,2,22,8.0,T,nan,T,nan,0.3772,0.0,0.0,1.3175,0.364,1.346,1.0,0.0,1.1697,0.0,8.5364,2.7901,5.283
2989483,1,136008,55.13,W,12036,555.0,150.0,visa,226.0,credit,299.0,87.0,gmail.com,nan,4,1,0,1,2,2,9,6.0,T,F,nan,M1,0.6946,0.0,,1.1737,1.2315,1.4763,0.0,0.0,1.1232,0.0,8.0478,3.8618,11.5696
2989484,0,136020,14.67,W,15372,,150.0,visa,166.0,nan,299.0,87.0,gmail.com,nan,2,1,2,1,6,2,107,,nan,T,nan,M0,0.6746,,0.0,0.6229,0.9744,0.6585,1.0,0.0,1.1181,1.0,14.1073,2.9957,1.9185
2989485,0,136100,148.54,W,3092,321.0,150.0,visa,226.0,credit,204.0,87.0,gmail.com,anonymous.com,2,4,0,1,5,2,210,27.0,T,F,T,M0,0.6008,0.0,1.0,0.7653,0.96,1.4465,0.0,1.0,0.8929,0.0,7.7385,1.1719,1.4773
2989486,0,136113,128.1,W,19059,321.0,150.0,visa,226.0,debit,,87.0,anonymous.com,nan,1,2,0,3,2,4,47,,T,T,nan,nan,0.6443,0.0,,0.2615,1.2275,0.5053,0.0,,0.7678,0.0,0.7644,10.5791,0.0664
2989487,0,136153,20.77,W,1287,360.0,150.0,visa,166.0,credit,330.0,87.0,yahoo.com,yahoo.com,4,3,1,1,3,3,75,54.0,T,F,T,nan,0.3231,0.0,0.0,1.7728,1.0761,1.6233,1.0,,0.5931,0.0,3.8763,8.6287,3.0096
2989488,1,136170,17.66,C,18169,321.0,150.0,mastercard,226.0,credit,,87.0,gmail.com,nan,3,2,1,1,5,2,29,32.0,nan,nan,nan,M0,0.5644,2.0,0.0,1.4948,0.7785,1.1545,0.0,1.0,1.1109,,2.5238,1.2317,2.2625
2989489,0,136180,2.42,W,3316,490.0,150.0,mastercard,226.0,debit,441.0,87.0,gmail.com,nan,2,4,1,2,5,5,149,22.0,nan,T,F,M0,0.4578,1.0,0.0,1.2075,0.5819,0.5172,0.0,0.0,1.1115,0.0,17.4736,21.5638,3.8255
2989490,0,136186,7.53,W,17259,194.0,150.0,mastercard,,debit,299.0,87.0,gmail.com,nan,2,2,1,1,4,2,104,10.0,T,nan,T,nan,0.5564,0.0,1.0,0.5803,0.99,0.8051,0.0,0.0,1.0712,0.0,8.2898,7.0823,0.8482
2989491,0,136191,8.68,W,3838,111.0,150.0,visa,102.0,debit,330.0,87.0,yahoo.com,gmail.com,2,2,0,1,5,2,633,19.0,T,nan,T,M1,0.2892,0.0,0.0,0.9932,0.6348,1.4326,1.0,0.0,0.9356,0.0,9.7493,0.0052,1.8296
2989492,0,136220,37.91,W,12829,111.0,150.0,visa,226.0,debit,,87.0,yahoo.com,outlook.com,5,3,0,3,4,2,190,13.0,F,T,T,nan,0.6476,0.0,1.0,0.9105,1.1076,0.4427,1.0,1.0,0.8728,0.0,15.6815,0.377,0.1701
2989493,0,136230,23.9,W,9137,,150.0,visa,219.0,debit,325.0,87.0,gmail.com,gmail.com,4,1,2,1,6,2,15,20.0,nan,F,T,M1,0.6836,,0.0,1.187,0.6307,0.8145,0.0,1.0,0.9845,0.0,3.8552,4.7544,1.2493
